id,path,label
TRAIN_1251,./train/TRAIN_1251.wav,4
TRAIN_1252,./train/TRAIN_1252.wav,5
TRAIN_1253,./train/TRAIN_1253.wav,5
TRAIN_1254,./train/TRAIN_1254.wav,2
TRAIN_1255,./train/TRAIN_1255.wav,1
TRAIN_1256,./train/TRAIN_1256.wav,2
TRAIN_1257,./train/TRAIN_1257.wav,1
TRAIN_1258,./train/TRAIN_1258.wav,3
TRAIN_1259,./train/TRAIN_1259.wav,0
TRAIN_1260,./train/TRAIN_1260.wav,0
TRAIN_1261,./train/TRAIN_1261.wav,0
TRAIN_1262,./train/TRAIN_1262.wav,1
TRAIN_1263,./train/TRAIN_1263.wav,3
TRAIN_1264,./train/TRAIN_1264.wav,2
TRAIN_1265,./train/TRAIN_1265.wav,2
TRAIN_1266,./train/TRAIN_1266.wav,0
TRAIN_1267,./train/TRAIN_1267.wav,0
TRAIN_1268,./train/TRAIN_1268.wav,4
TRAIN_1269,./train/TRAIN_1269.wav,3
TRAIN_1270,./train/TRAIN_1270.wav,2
TRAIN_1271,./train/TRAIN_1271.wav,3
TRAIN_1272,./train/TRAIN_1272.wav,1
TRAIN_1273,./train/TRAIN_1273.wav,3
TRAIN_1274,./train/TRAIN_1274.wav,5
TRAIN_1275,./train/TRAIN_1275.wav,0
TRAIN_1276,./train/TRAIN_1276.wav,0
TRAIN_1277,./train/TRAIN_1277.wav,0
TRAIN_1278,./train/TRAIN_1278.wav,3
TRAIN_1279,./train/TRAIN_1279.wav,2
TRAIN_1280,./train/TRAIN_1280.wav,2
TRAIN_1281,./train/TRAIN_1281.wav,2
TRAIN_1282,./train/TRAIN_1282.wav,5
TRAIN_1283,./train/TRAIN_1283.wav,0
TRAIN_1284,./train/TRAIN_1284.wav,1
TRAIN_1285,./train/TRAIN_1285.wav,0
TRAIN_1286,./train/TRAIN_1286.wav,5
TRAIN_1287,./train/TRAIN_1287.wav,0
TRAIN_1288,./train/TRAIN_1288.wav,0
TRAIN_1289,./train/TRAIN_1289.wav,2
TRAIN_1290,./train/TRAIN_1290.wav,3
TRAIN_1291,./train/TRAIN_1291.wav,5
TRAIN_1292,./train/TRAIN_1292.wav,3
TRAIN_1293,./train/TRAIN_1293.wav,1
TRAIN_1294,./train/TRAIN_1294.wav,3
TRAIN_1295,./train/TRAIN_1295.wav,0
TRAIN_1296,./train/TRAIN_1296.wav,4
TRAIN_1297,./train/TRAIN_1297.wav,2
TRAIN_1298,./train/TRAIN_1298.wav,5
TRAIN_1299,./train/TRAIN_1299.wav,5
TRAIN_1300,./train/TRAIN_1300.wav,0
TRAIN_1301,./train/TRAIN_1301.wav,5
TRAIN_1302,./train/TRAIN_1302.wav,3
TRAIN_1303,./train/TRAIN_1303.wav,4
TRAIN_1304,./train/TRAIN_1304.wav,4
TRAIN_1305,./train/TRAIN_1305.wav,0
TRAIN_1306,./train/TRAIN_1306.wav,1
TRAIN_1307,./train/TRAIN_1307.wav,0
TRAIN_1308,./train/TRAIN_1308.wav,5
TRAIN_1309,./train/TRAIN_1309.wav,3
TRAIN_1310,./train/TRAIN_1310.wav,1
TRAIN_1311,./train/TRAIN_1311.wav,1
TRAIN_1312,./train/TRAIN_1312.wav,1
TRAIN_1313,./train/TRAIN_1313.wav,0
TRAIN_1314,./train/TRAIN_1314.wav,1
TRAIN_1315,./train/TRAIN_1315.wav,0
TRAIN_1316,./train/TRAIN_1316.wav,1
TRAIN_1317,./train/TRAIN_1317.wav,0
TRAIN_1318,./train/TRAIN_1318.wav,0
TRAIN_1319,./train/TRAIN_1319.wav,5
TRAIN_1320,./train/TRAIN_1320.wav,5
TRAIN_1321,./train/TRAIN_1321.wav,4
TRAIN_1322,./train/TRAIN_1322.wav,2
TRAIN_1323,./train/TRAIN_1323.wav,4
TRAIN_1324,./train/TRAIN_1324.wav,2
TRAIN_1325,./train/TRAIN_1325.wav,1
TRAIN_1326,./train/TRAIN_1326.wav,2
TRAIN_1327,./train/TRAIN_1327.wav,0
TRAIN_1328,./train/TRAIN_1328.wav,4
TRAIN_1329,./train/TRAIN_1329.wav,0
TRAIN_1330,./train/TRAIN_1330.wav,2
TRAIN_1331,./train/TRAIN_1331.wav,3
TRAIN_1332,./train/TRAIN_1332.wav,3
TRAIN_1333,./train/TRAIN_1333.wav,0
TRAIN_1334,./train/TRAIN_1334.wav,2
TRAIN_1335,./train/TRAIN_1335.wav,4
TRAIN_1336,./train/TRAIN_1336.wav,0
TRAIN_1337,./train/TRAIN_1337.wav,4
TRAIN_1338,./train/TRAIN_1338.wav,0
TRAIN_1339,./train/TRAIN_1339.wav,1
TRAIN_1340,./train/TRAIN_1340.wav,1
TRAIN_1341,./train/TRAIN_1341.wav,0
TRAIN_1342,./train/TRAIN_1342.wav,0
TRAIN_1343,./train/TRAIN_1343.wav,2
TRAIN_1344,./train/TRAIN_1344.wav,4
TRAIN_1345,./train/TRAIN_1345.wav,4
TRAIN_1346,./train/TRAIN_1346.wav,3
TRAIN_1347,./train/TRAIN_1347.wav,1
TRAIN_1348,./train/TRAIN_1348.wav,1
TRAIN_1349,./train/TRAIN_1349.wav,5
TRAIN_1350,./train/TRAIN_1350.wav,5
TRAIN_1351,./train/TRAIN_1351.wav,4
TRAIN_1352,./train/TRAIN_1352.wav,3
TRAIN_1353,./train/TRAIN_1353.wav,1
TRAIN_1354,./train/TRAIN_1354.wav,2
TRAIN_1355,./train/TRAIN_1355.wav,2
TRAIN_1356,./train/TRAIN_1356.wav,0
TRAIN_1357,./train/TRAIN_1357.wav,5
TRAIN_1358,./train/TRAIN_1358.wav,5
TRAIN_1359,./train/TRAIN_1359.wav,0
TRAIN_1360,./train/TRAIN_1360.wav,2
TRAIN_1361,./train/TRAIN_1361.wav,2
TRAIN_1362,./train/TRAIN_1362.wav,4
TRAIN_1363,./train/TRAIN_1363.wav,0
TRAIN_1364,./train/TRAIN_1364.wav,2
TRAIN_1365,./train/TRAIN_1365.wav,3
TRAIN_1366,./train/TRAIN_1366.wav,5
TRAIN_1367,./train/TRAIN_1367.wav,2
TRAIN_1368,./train/TRAIN_1368.wav,4
TRAIN_1369,./train/TRAIN_1369.wav,3
TRAIN_1370,./train/TRAIN_1370.wav,3
TRAIN_1371,./train/TRAIN_1371.wav,2
TRAIN_1372,./train/TRAIN_1372.wav,5
TRAIN_1373,./train/TRAIN_1373.wav,2
TRAIN_1374,./train/TRAIN_1374.wav,2
TRAIN_1375,./train/TRAIN_1375.wav,1
TRAIN_1376,./train/TRAIN_1376.wav,1
TRAIN_1377,./train/TRAIN_1377.wav,5
TRAIN_1378,./train/TRAIN_1378.wav,3
TRAIN_1379,./train/TRAIN_1379.wav,1
TRAIN_1380,./train/TRAIN_1380.wav,0
TRAIN_1381,./train/TRAIN_1381.wav,2
TRAIN_1382,./train/TRAIN_1382.wav,2
TRAIN_1383,./train/TRAIN_1383.wav,2
TRAIN_1384,./train/TRAIN_1384.wav,2
TRAIN_1385,./train/TRAIN_1385.wav,5
TRAIN_1386,./train/TRAIN_1386.wav,5
TRAIN_1387,./train/TRAIN_1387.wav,2
TRAIN_1388,./train/TRAIN_1388.wav,0
TRAIN_1389,./train/TRAIN_1389.wav,1
TRAIN_1390,./train/TRAIN_1390.wav,1
TRAIN_1391,./train/TRAIN_1391.wav,3
TRAIN_1392,./train/TRAIN_1392.wav,3
TRAIN_1393,./train/TRAIN_1393.wav,2
TRAIN_1394,./train/TRAIN_1394.wav,0
TRAIN_1395,./train/TRAIN_1395.wav,3
TRAIN_1396,./train/TRAIN_1396.wav,0
TRAIN_1397,./train/TRAIN_1397.wav,4
TRAIN_1398,./train/TRAIN_1398.wav,4
TRAIN_1399,./train/TRAIN_1399.wav,1
TRAIN_1400,./train/TRAIN_1400.wav,2
TRAIN_1401,./train/TRAIN_1401.wav,2
TRAIN_1402,./train/TRAIN_1402.wav,3
TRAIN_1403,./train/TRAIN_1403.wav,2
TRAIN_1404,./train/TRAIN_1404.wav,2
TRAIN_1405,./train/TRAIN_1405.wav,0
TRAIN_1406,./train/TRAIN_1406.wav,1
TRAIN_1407,./train/TRAIN_1407.wav,0
TRAIN_1408,./train/TRAIN_1408.wav,0
TRAIN_1409,./train/TRAIN_1409.wav,0
TRAIN_1410,./train/TRAIN_1410.wav,0
TRAIN_1411,./train/TRAIN_1411.wav,3
TRAIN_1412,./train/TRAIN_1412.wav,0
TRAIN_1413,./train/TRAIN_1413.wav,5
TRAIN_1414,./train/TRAIN_1414.wav,3
TRAIN_1415,./train/TRAIN_1415.wav,5
TRAIN_1416,./train/TRAIN_1416.wav,4
TRAIN_1417,./train/TRAIN_1417.wav,4
TRAIN_1418,./train/TRAIN_1418.wav,2
TRAIN_1419,./train/TRAIN_1419.wav,3
TRAIN_1420,./train/TRAIN_1420.wav,0
TRAIN_1421,./train/TRAIN_1421.wav,5
TRAIN_1422,./train/TRAIN_1422.wav,0
TRAIN_1423,./train/TRAIN_1423.wav,5
TRAIN_1424,./train/TRAIN_1424.wav,2
TRAIN_1425,./train/TRAIN_1425.wav,2
TRAIN_1426,./train/TRAIN_1426.wav,3
TRAIN_1427,./train/TRAIN_1427.wav,5
TRAIN_1428,./train/TRAIN_1428.wav,0
TRAIN_1429,./train/TRAIN_1429.wav,4
TRAIN_1430,./train/TRAIN_1430.wav,5
TRAIN_1431,./train/TRAIN_1431.wav,1
TRAIN_1432,./train/TRAIN_1432.wav,0
TRAIN_1433,./train/TRAIN_1433.wav,1
TRAIN_1434,./train/TRAIN_1434.wav,5
TRAIN_1435,./train/TRAIN_1435.wav,2
TRAIN_1436,./train/TRAIN_1436.wav,1
TRAIN_1437,./train/TRAIN_1437.wav,4
TRAIN_1438,./train/TRAIN_1438.wav,1
TRAIN_1439,./train/TRAIN_1439.wav,0
TRAIN_1440,./train/TRAIN_1440.wav,2
TRAIN_1441,./train/TRAIN_1441.wav,5
TRAIN_1442,./train/TRAIN_1442.wav,5
TRAIN_1443,./train/TRAIN_1443.wav,0
TRAIN_1444,./train/TRAIN_1444.wav,3
TRAIN_1445,./train/TRAIN_1445.wav,0
TRAIN_1446,./train/TRAIN_1446.wav,1
TRAIN_1447,./train/TRAIN_1447.wav,0
TRAIN_1448,./train/TRAIN_1448.wav,4
TRAIN_1449,./train/TRAIN_1449.wav,1
TRAIN_1450,./train/TRAIN_1450.wav,3
TRAIN_1451,./train/TRAIN_1451.wav,4
TRAIN_1452,./train/TRAIN_1452.wav,0
TRAIN_1453,./train/TRAIN_1453.wav,0
TRAIN_1454,./train/TRAIN_1454.wav,5
TRAIN_1455,./train/TRAIN_1455.wav,4
TRAIN_1456,./train/TRAIN_1456.wav,5
TRAIN_1457,./train/TRAIN_1457.wav,3
TRAIN_1458,./train/TRAIN_1458.wav,4
TRAIN_1459,./train/TRAIN_1459.wav,4
TRAIN_1460,./train/TRAIN_1460.wav,0
TRAIN_1461,./train/TRAIN_1461.wav,2
TRAIN_1462,./train/TRAIN_1462.wav,2
TRAIN_1463,./train/TRAIN_1463.wav,2
TRAIN_1464,./train/TRAIN_1464.wav,2
TRAIN_1465,./train/TRAIN_1465.wav,5
TRAIN_1466,./train/TRAIN_1466.wav,0
TRAIN_1467,./train/TRAIN_1467.wav,5
TRAIN_1468,./train/TRAIN_1468.wav,2
TRAIN_1469,./train/TRAIN_1469.wav,4
TRAIN_1470,./train/TRAIN_1470.wav,3
TRAIN_1471,./train/TRAIN_1471.wav,5
TRAIN_1472,./train/TRAIN_1472.wav,3
TRAIN_1473,./train/TRAIN_1473.wav,5
TRAIN_1474,./train/TRAIN_1474.wav,1
TRAIN_1475,./train/TRAIN_1475.wav,4
TRAIN_1476,./train/TRAIN_1476.wav,5
TRAIN_1477,./train/TRAIN_1477.wav,2
TRAIN_1478,./train/TRAIN_1478.wav,4
TRAIN_1479,./train/TRAIN_1479.wav,1
TRAIN_1480,./train/TRAIN_1480.wav,2
TRAIN_1481,./train/TRAIN_1481.wav,0
TRAIN_1482,./train/TRAIN_1482.wav,2
TRAIN_1483,./train/TRAIN_1483.wav,1
TRAIN_1484,./train/TRAIN_1484.wav,2
TRAIN_1485,./train/TRAIN_1485.wav,2
TRAIN_1486,./train/TRAIN_1486.wav,5
TRAIN_1487,./train/TRAIN_1487.wav,4
TRAIN_1488,./train/TRAIN_1488.wav,1
TRAIN_1489,./train/TRAIN_1489.wav,3
TRAIN_1490,./train/TRAIN_1490.wav,1
TRAIN_1491,./train/TRAIN_1491.wav,4
TRAIN_1492,./train/TRAIN_1492.wav,2
TRAIN_1493,./train/TRAIN_1493.wav,2
TRAIN_1494,./train/TRAIN_1494.wav,4
TRAIN_1495,./train/TRAIN_1495.wav,5
TRAIN_1496,./train/TRAIN_1496.wav,3
TRAIN_1497,./train/TRAIN_1497.wav,0
TRAIN_1498,./train/TRAIN_1498.wav,0
TRAIN_1499,./train/TRAIN_1499.wav,5
TRAIN_1500,./train/TRAIN_1500.wav,0
TRAIN_1501,./train/TRAIN_1501.wav,5
TRAIN_1502,./train/TRAIN_1502.wav,4
TRAIN_1503,./train/TRAIN_1503.wav,3
TRAIN_1504,./train/TRAIN_1504.wav,2
TRAIN_1505,./train/TRAIN_1505.wav,1
TRAIN_1506,./train/TRAIN_1506.wav,0
TRAIN_1507,./train/TRAIN_1507.wav,4
TRAIN_1508,./train/TRAIN_1508.wav,1
TRAIN_1509,./train/TRAIN_1509.wav,3
TRAIN_1510,./train/TRAIN_1510.wav,1
TRAIN_1511,./train/TRAIN_1511.wav,0
TRAIN_1512,./train/TRAIN_1512.wav,0
TRAIN_1513,./train/TRAIN_1513.wav,4
TRAIN_1514,./train/TRAIN_1514.wav,5
TRAIN_1515,./train/TRAIN_1515.wav,0
TRAIN_1516,./train/TRAIN_1516.wav,2
TRAIN_1517,./train/TRAIN_1517.wav,5
TRAIN_1518,./train/TRAIN_1518.wav,4
TRAIN_1519,./train/TRAIN_1519.wav,0
TRAIN_1520,./train/TRAIN_1520.wav,4
TRAIN_1521,./train/TRAIN_1521.wav,2
TRAIN_1522,./train/TRAIN_1522.wav,1
TRAIN_1523,./train/TRAIN_1523.wav,0
TRAIN_1524,./train/TRAIN_1524.wav,4
TRAIN_1525,./train/TRAIN_1525.wav,3
TRAIN_1526,./train/TRAIN_1526.wav,3
TRAIN_1527,./train/TRAIN_1527.wav,2
TRAIN_1528,./train/TRAIN_1528.wav,3
TRAIN_1529,./train/TRAIN_1529.wav,0
TRAIN_1530,./train/TRAIN_1530.wav,4
TRAIN_1531,./train/TRAIN_1531.wav,4
TRAIN_1532,./train/TRAIN_1532.wav,4
TRAIN_1533,./train/TRAIN_1533.wav,5
TRAIN_1534,./train/TRAIN_1534.wav,5
TRAIN_1535,./train/TRAIN_1535.wav,1
TRAIN_1536,./train/TRAIN_1536.wav,1
TRAIN_1537,./train/TRAIN_1537.wav,0
TRAIN_1538,./train/TRAIN_1538.wav,2
TRAIN_1539,./train/TRAIN_1539.wav,4
TRAIN_1540,./train/TRAIN_1540.wav,4
TRAIN_1541,./train/TRAIN_1541.wav,2
TRAIN_1542,./train/TRAIN_1542.wav,1
TRAIN_1543,./train/TRAIN_1543.wav,1
TRAIN_1544,./train/TRAIN_1544.wav,4
TRAIN_1545,./train/TRAIN_1545.wav,0
TRAIN_1546,./train/TRAIN_1546.wav,0
TRAIN_1547,./train/TRAIN_1547.wav,5
TRAIN_1548,./train/TRAIN_1548.wav,0
TRAIN_1549,./train/TRAIN_1549.wav,5
TRAIN_1550,./train/TRAIN_1550.wav,3
TRAIN_1551,./train/TRAIN_1551.wav,4
TRAIN_1552,./train/TRAIN_1552.wav,4
TRAIN_1553,./train/TRAIN_1553.wav,5
TRAIN_1554,./train/TRAIN_1554.wav,1
TRAIN_1555,./train/TRAIN_1555.wav,1
TRAIN_1556,./train/TRAIN_1556.wav,2
TRAIN_1557,./train/TRAIN_1557.wav,2
TRAIN_1558,./train/TRAIN_1558.wav,5
TRAIN_1559,./train/TRAIN_1559.wav,1
TRAIN_1560,./train/TRAIN_1560.wav,2
TRAIN_1561,./train/TRAIN_1561.wav,2
TRAIN_1562,./train/TRAIN_1562.wav,2
TRAIN_1563,./train/TRAIN_1563.wav,1
TRAIN_1564,./train/TRAIN_1564.wav,2
TRAIN_1565,./train/TRAIN_1565.wav,1
TRAIN_1566,./train/TRAIN_1566.wav,4
TRAIN_1567,./train/TRAIN_1567.wav,0
TRAIN_1568,./train/TRAIN_1568.wav,2
TRAIN_1569,./train/TRAIN_1569.wav,4
TRAIN_1570,./train/TRAIN_1570.wav,1
TRAIN_1571,./train/TRAIN_1571.wav,0
TRAIN_1572,./train/TRAIN_1572.wav,1
TRAIN_1573,./train/TRAIN_1573.wav,2
TRAIN_1574,./train/TRAIN_1574.wav,2
TRAIN_1575,./train/TRAIN_1575.wav,0
TRAIN_1576,./train/TRAIN_1576.wav,5
TRAIN_1577,./train/TRAIN_1577.wav,2
TRAIN_1578,./train/TRAIN_1578.wav,4
TRAIN_1579,./train/TRAIN_1579.wav,0
TRAIN_1580,./train/TRAIN_1580.wav,2
TRAIN_1581,./train/TRAIN_1581.wav,1
TRAIN_1582,./train/TRAIN_1582.wav,5
TRAIN_1583,./train/TRAIN_1583.wav,4
TRAIN_1584,./train/TRAIN_1584.wav,1
TRAIN_1585,./train/TRAIN_1585.wav,1
TRAIN_1586,./train/TRAIN_1586.wav,4
TRAIN_1587,./train/TRAIN_1587.wav,3
TRAIN_1588,./train/TRAIN_1588.wav,0
TRAIN_1589,./train/TRAIN_1589.wav,0
TRAIN_1590,./train/TRAIN_1590.wav,1
TRAIN_1591,./train/TRAIN_1591.wav,4
TRAIN_1592,./train/TRAIN_1592.wav,2
TRAIN_1593,./train/TRAIN_1593.wav,2
TRAIN_1594,./train/TRAIN_1594.wav,1
TRAIN_1595,./train/TRAIN_1595.wav,5
TRAIN_1596,./train/TRAIN_1596.wav,0
TRAIN_1597,./train/TRAIN_1597.wav,5
TRAIN_1598,./train/TRAIN_1598.wav,3
TRAIN_1599,./train/TRAIN_1599.wav,0
TRAIN_1600,./train/TRAIN_1600.wav,0
TRAIN_1601,./train/TRAIN_1601.wav,3
TRAIN_1602,./train/TRAIN_1602.wav,0
TRAIN_1603,./train/TRAIN_1603.wav,4
TRAIN_1604,./train/TRAIN_1604.wav,1
TRAIN_1605,./train/TRAIN_1605.wav,2
TRAIN_1606,./train/TRAIN_1606.wav,5
TRAIN_1607,./train/TRAIN_1607.wav,4
TRAIN_1608,./train/TRAIN_1608.wav,0
TRAIN_1609,./train/TRAIN_1609.wav,0
TRAIN_1610,./train/TRAIN_1610.wav,4
TRAIN_1611,./train/TRAIN_1611.wav,5
TRAIN_1612,./train/TRAIN_1612.wav,5
TRAIN_1613,./train/TRAIN_1613.wav,0
TRAIN_1614,./train/TRAIN_1614.wav,1
TRAIN_1615,./train/TRAIN_1615.wav,5
TRAIN_1616,./train/TRAIN_1616.wav,5
TRAIN_1617,./train/TRAIN_1617.wav,1
TRAIN_1618,./train/TRAIN_1618.wav,1
TRAIN_1619,./train/TRAIN_1619.wav,5
TRAIN_1620,./train/TRAIN_1620.wav,2
TRAIN_1621,./train/TRAIN_1621.wav,3
TRAIN_1622,./train/TRAIN_1622.wav,4
TRAIN_1623,./train/TRAIN_1623.wav,5
TRAIN_1624,./train/TRAIN_1624.wav,3
TRAIN_1625,./train/TRAIN_1625.wav,3
TRAIN_1626,./train/TRAIN_1626.wav,2
TRAIN_1627,./train/TRAIN_1627.wav,2
TRAIN_1628,./train/TRAIN_1628.wav,1
TRAIN_1629,./train/TRAIN_1629.wav,4
TRAIN_1630,./train/TRAIN_1630.wav,3
TRAIN_1631,./train/TRAIN_1631.wav,2
TRAIN_1632,./train/TRAIN_1632.wav,1
TRAIN_1633,./train/TRAIN_1633.wav,2
TRAIN_1634,./train/TRAIN_1634.wav,2
TRAIN_1635,./train/TRAIN_1635.wav,4
TRAIN_1636,./train/TRAIN_1636.wav,3
TRAIN_1637,./train/TRAIN_1637.wav,2
TRAIN_1638,./train/TRAIN_1638.wav,0
TRAIN_1639,./train/TRAIN_1639.wav,4
TRAIN_1640,./train/TRAIN_1640.wav,5
TRAIN_1641,./train/TRAIN_1641.wav,2
TRAIN_1642,./train/TRAIN_1642.wav,5
TRAIN_1643,./train/TRAIN_1643.wav,3
TRAIN_1644,./train/TRAIN_1644.wav,4
TRAIN_1645,./train/TRAIN_1645.wav,1
TRAIN_1646,./train/TRAIN_1646.wav,1
TRAIN_1647,./train/TRAIN_1647.wav,1
TRAIN_1648,./train/TRAIN_1648.wav,5
TRAIN_1649,./train/TRAIN_1649.wav,4
TRAIN_1650,./train/TRAIN_1650.wav,2
TRAIN_1651,./train/TRAIN_1651.wav,3
TRAIN_1652,./train/TRAIN_1652.wav,1
TRAIN_1653,./train/TRAIN_1653.wav,4
TRAIN_1654,./train/TRAIN_1654.wav,2
TRAIN_1655,./train/TRAIN_1655.wav,4
TRAIN_1656,./train/TRAIN_1656.wav,5
TRAIN_1657,./train/TRAIN_1657.wav,0
TRAIN_1658,./train/TRAIN_1658.wav,0
TRAIN_1659,./train/TRAIN_1659.wav,0
TRAIN_1660,./train/TRAIN_1660.wav,2
TRAIN_1661,./train/TRAIN_1661.wav,3
TRAIN_1662,./train/TRAIN_1662.wav,1
TRAIN_1663,./train/TRAIN_1663.wav,2
TRAIN_1664,./train/TRAIN_1664.wav,3
TRAIN_1665,./train/TRAIN_1665.wav,2
TRAIN_1666,./train/TRAIN_1666.wav,1
TRAIN_1667,./train/TRAIN_1667.wav,0
TRAIN_1668,./train/TRAIN_1668.wav,3
TRAIN_1669,./train/TRAIN_1669.wav,1
TRAIN_1670,./train/TRAIN_1670.wav,4
TRAIN_1671,./train/TRAIN_1671.wav,0
TRAIN_1672,./train/TRAIN_1672.wav,1
TRAIN_1673,./train/TRAIN_1673.wav,2
TRAIN_1674,./train/TRAIN_1674.wav,1
TRAIN_1675,./train/TRAIN_1675.wav,3
TRAIN_1676,./train/TRAIN_1676.wav,3
TRAIN_1677,./train/TRAIN_1677.wav,2
TRAIN_1678,./train/TRAIN_1678.wav,4
TRAIN_1679,./train/TRAIN_1679.wav,2
TRAIN_1680,./train/TRAIN_1680.wav,3
TRAIN_1681,./train/TRAIN_1681.wav,1
TRAIN_1682,./train/TRAIN_1682.wav,0
TRAIN_1683,./train/TRAIN_1683.wav,0
TRAIN_1684,./train/TRAIN_1684.wav,5
TRAIN_1685,./train/TRAIN_1685.wav,0
TRAIN_1686,./train/TRAIN_1686.wav,3
TRAIN_1687,./train/TRAIN_1687.wav,0
TRAIN_1688,./train/TRAIN_1688.wav,5
TRAIN_1689,./train/TRAIN_1689.wav,2
TRAIN_1690,./train/TRAIN_1690.wav,3
TRAIN_1691,./train/TRAIN_1691.wav,2
TRAIN_1692,./train/TRAIN_1692.wav,1
TRAIN_1693,./train/TRAIN_1693.wav,1
TRAIN_1694,./train/TRAIN_1694.wav,4
TRAIN_1695,./train/TRAIN_1695.wav,3
TRAIN_1696,./train/TRAIN_1696.wav,1
TRAIN_1697,./train/TRAIN_1697.wav,3
TRAIN_1698,./train/TRAIN_1698.wav,2
TRAIN_1699,./train/TRAIN_1699.wav,0
TRAIN_1700,./train/TRAIN_1700.wav,2
TRAIN_1701,./train/TRAIN_1701.wav,1
TRAIN_1702,./train/TRAIN_1702.wav,5
TRAIN_1703,./train/TRAIN_1703.wav,5
TRAIN_1704,./train/TRAIN_1704.wav,3
TRAIN_1705,./train/TRAIN_1705.wav,3
TRAIN_1706,./train/TRAIN_1706.wav,1
TRAIN_1707,./train/TRAIN_1707.wav,0
TRAIN_1708,./train/TRAIN_1708.wav,1
TRAIN_1709,./train/TRAIN_1709.wav,2
TRAIN_1710,./train/TRAIN_1710.wav,0
TRAIN_1711,./train/TRAIN_1711.wav,2
TRAIN_1712,./train/TRAIN_1712.wav,1
TRAIN_1713,./train/TRAIN_1713.wav,1
TRAIN_1714,./train/TRAIN_1714.wav,2
TRAIN_1715,./train/TRAIN_1715.wav,3
TRAIN_1716,./train/TRAIN_1716.wav,0
TRAIN_1717,./train/TRAIN_1717.wav,2
TRAIN_1718,./train/TRAIN_1718.wav,2
TRAIN_1719,./train/TRAIN_1719.wav,1
TRAIN_1720,./train/TRAIN_1720.wav,1
TRAIN_1721,./train/TRAIN_1721.wav,4
TRAIN_1722,./train/TRAIN_1722.wav,4
TRAIN_1723,./train/TRAIN_1723.wav,4
TRAIN_1724,./train/TRAIN_1724.wav,3
TRAIN_1725,./train/TRAIN_1725.wav,4
TRAIN_1726,./train/TRAIN_1726.wav,0
TRAIN_1727,./train/TRAIN_1727.wav,1
TRAIN_1728,./train/TRAIN_1728.wav,3
TRAIN_1729,./train/TRAIN_1729.wav,4
TRAIN_1730,./train/TRAIN_1730.wav,0
TRAIN_1731,./train/TRAIN_1731.wav,3
TRAIN_1732,./train/TRAIN_1732.wav,3
TRAIN_1733,./train/TRAIN_1733.wav,3
TRAIN_1734,./train/TRAIN_1734.wav,3
TRAIN_1735,./train/TRAIN_1735.wav,5
TRAIN_1736,./train/TRAIN_1736.wav,0
TRAIN_1737,./train/TRAIN_1737.wav,0
TRAIN_1738,./train/TRAIN_1738.wav,1
TRAIN_1739,./train/TRAIN_1739.wav,0
TRAIN_1740,./train/TRAIN_1740.wav,3
TRAIN_1741,./train/TRAIN_1741.wav,4
TRAIN_1742,./train/TRAIN_1742.wav,2
TRAIN_1743,./train/TRAIN_1743.wav,5
TRAIN_1744,./train/TRAIN_1744.wav,3
TRAIN_1745,./train/TRAIN_1745.wav,2
TRAIN_1746,./train/TRAIN_1746.wav,3
TRAIN_1747,./train/TRAIN_1747.wav,5
TRAIN_1748,./train/TRAIN_1748.wav,0
TRAIN_1749,./train/TRAIN_1749.wav,3
TRAIN_1750,./train/TRAIN_1750.wav,3
TRAIN_1751,./train/TRAIN_1751.wav,4
TRAIN_1752,./train/TRAIN_1752.wav,2
TRAIN_1753,./train/TRAIN_1753.wav,3
TRAIN_1754,./train/TRAIN_1754.wav,1
TRAIN_1755,./train/TRAIN_1755.wav,2
TRAIN_1756,./train/TRAIN_1756.wav,1
TRAIN_1757,./train/TRAIN_1757.wav,0
TRAIN_1758,./train/TRAIN_1758.wav,2
TRAIN_1759,./train/TRAIN_1759.wav,0
TRAIN_1760,./train/TRAIN_1760.wav,2
TRAIN_1761,./train/TRAIN_1761.wav,1
TRAIN_1762,./train/TRAIN_1762.wav,3
TRAIN_1763,./train/TRAIN_1763.wav,4
TRAIN_1764,./train/TRAIN_1764.wav,1
TRAIN_1765,./train/TRAIN_1765.wav,0
TRAIN_1766,./train/TRAIN_1766.wav,0
TRAIN_1767,./train/TRAIN_1767.wav,4
TRAIN_1768,./train/TRAIN_1768.wav,3
TRAIN_1769,./train/TRAIN_1769.wav,3
TRAIN_1770,./train/TRAIN_1770.wav,0
TRAIN_1771,./train/TRAIN_1771.wav,3
TRAIN_1772,./train/TRAIN_1772.wav,2
TRAIN_1773,./train/TRAIN_1773.wav,2
TRAIN_1774,./train/TRAIN_1774.wav,3
TRAIN_1775,./train/TRAIN_1775.wav,0
TRAIN_1776,./train/TRAIN_1776.wav,5
TRAIN_1777,./train/TRAIN_1777.wav,5
TRAIN_1778,./train/TRAIN_1778.wav,0
TRAIN_1779,./train/TRAIN_1779.wav,1
TRAIN_1780,./train/TRAIN_1780.wav,0
TRAIN_1781,./train/TRAIN_1781.wav,0
TRAIN_1782,./train/TRAIN_1782.wav,0
TRAIN_1783,./train/TRAIN_1783.wav,3
TRAIN_1784,./train/TRAIN_1784.wav,3
TRAIN_1785,./train/TRAIN_1785.wav,0
TRAIN_1786,./train/TRAIN_1786.wav,5
TRAIN_1787,./train/TRAIN_1787.wav,1
TRAIN_1788,./train/TRAIN_1788.wav,5
